Regions1,Regions2,p_value,FoldChange,r
lh_lateraloccipital_volume,rh_cuneus_volume,8.122673851342201e-30,1.7054322058706766,0.525246973052081
lh_lateralorbitofrontal_volume,rh_cuneus_volume,8.723784080651749e-09,1.8399764144135249,0.2823476061468792
lh_lingual_volume,rh_cuneus_volume,1.3236055942693685e-40,1.303132259459963,0.6001977150069512
lh_medialorbitofrontal_volume,rh_cuneus_volume,3.536324223848753e-09,0.5510470387590898,0.28942783172379705
lh_middletemporal_volume,rh_cuneus_volume,6.73948039387906e-08,1.4336582724890639,0.2655369524530473
lh_parahippocampal_volume,rh_cuneus_volume,7.816877437677016e-08,0.892197898581362,0.26427175080356363
lh_paracentral_volume,rh_cuneus_volume,1.1216435611659085e-13,1.2860173433991915,0.3594770726715295
lh_parsopercularis_volume,rh_cuneus_volume,7.021799308274577e-11,0.9522015449265347,0.31810007430525056
lh_parsorbitalis_volume,rh_cuneus_volume,0.003272826338313124,0.1417731810217309,0.14652446779271952
lh_parstriangularis_volume,rh_cuneus_volume,1.3958788942848825e-06,1.3529002175425213,0.23824368338186955
lh_pericalcarine_volume,rh_cuneus_volume,1.8134673781497163e-48,0.6353025560567326,0.6446209829438551
lh_postcentral_volume,rh_cuneus_volume,1.5044504507324754e-20,0.7782154300395341,0.4413869929048382
lh_posteriorcingulate_volume,rh_cuneus_volume,2.020619598526808e-05,1.6347196214295874,0.21111913616619382
lh_precentral_volume,rh_cuneus_volume,3.1221598849864383e-22,0.7422044962965039,0.45843730232901436
lh_precuneus_volume,rh_cuneus_volume,4.107926967113816e-23,2.336678441357838,0.4669935594074599
lh_rostralanteriorcingulate_volume,rh_cuneus_volume,0.004873354327995914,0.5788482751211532,0.14033053535393086
lh_rostralmiddlefrontal_volume,rh_cuneus_volume,1.285875405755361e-10,2.533580844909743,0.31387181091767047
lh_superiorfrontal_volume,rh_cuneus_volume,5.697906221034445e-13,-0.5895027058573307,0.3495980542430392
lh_superiorparietal_volume,rh_cuneus_volume,1.519491345733293e-17,-0.6588451306425459,0.4083255985229354
lh_superiortemporal_volume,rh_cuneus_volume,4.35701326893512e-11,5.012672593104945,0.3213891471920384
