Regions1,Regions2,p_value,FoldChange,r
Left-Pallidum,rh_caudalmiddlefrontal_volume,6.522260658099778e-06,5.430729224483868,0.1144591014929988
Brain-Stem,rh_caudalmiddlefrontal_volume,0.35034386738111795,5.424848700261478,0.0237836022287662
Left-Hippocampus,rh_caudalmiddlefrontal_volume,1.575955785604984e-22,2.4871621206660515,0.24494036474699865
Left-Amygdala,rh_caudalmiddlefrontal_volume,1.4915179934241815e-25,2.3854222165603662,0.2614751308359326
Left-Accumbens-area,rh_caudalmiddlefrontal_volume,1.4039205471719204e-24,1.3522046456078738,0.2562810838278367
Left-VentralDC,rh_caudalmiddlefrontal_volume,2.75704665764641e-16,8.5015632377672,0.20618994215614284
Right-Cerebellum-White-Matter,rh_caudalmiddlefrontal_volume,6.470078359092934e-05,9.079801504959786,0.10148905448936739
Right-Cerebellum-Cortex,rh_caudalmiddlefrontal_volume,1.604722927754834e-05,54.968290141123255,0.10954152011245737
Right-Thalamus-Proper,rh_caudalmiddlefrontal_volume,9.675664815056127e-10,-1.5466012350495166,0.1548007310734593
Right-Caudate,rh_caudalmiddlefrontal_volume,7.261586178134624e-06,2.2046032304105565,0.11388312011939096
Right-Putamen,rh_caudalmiddlefrontal_volume,2.2496051037600805e-16,11.469054652392828,0.20679298832928233
Right-Pallidum,rh_caudalmiddlefrontal_volume,1.357781052092112e-05,3.577573821591853,0.11046978419728788
Right-Hippocampus,rh_caudalmiddlefrontal_volume,9.393811953240652e-21,0.16638511202567927,0.23462803831972306
Right-Amygdala,rh_caudalmiddlefrontal_volume,5.0829658556700406e-21,0.1945910801949606,0.23620900570184952
Right-Accumbens-area,rh_caudalmiddlefrontal_volume,3.268006367724569e-28,1.4172861564156682,0.2750985676180804
Right-VentralDC,rh_caudalmiddlefrontal_volume,2.2001552130072036e-14,8.589179485332386,0.19272202709060757
WM-hypointensities,rh_caudalmiddlefrontal_volume,6.221551705506495e-06,-110.33166817879032,-0.11471143031914774
CC_Posterior,rh_caudalmiddlefrontal_volume,0.014614710993980935,5.011140000664309,0.06213215384402522
CC_Mid_Posterior,rh_caudalmiddlefrontal_volume,1.3779976977136327e-06,-0.3248875697475454,0.12250957827092866
CC_Central,rh_caudalmiddlefrontal_volume,1.815521727813429e-10,0.4677811791794061,0.16133619845744687
CC_Mid_Anterior,rh_caudalmiddlefrontal_volume,1.2818405450194473e-11,1.5853602707729293,0.17117451845579523
CC_Anterior,rh_caudalmiddlefrontal_volume,3.0284123711441e-05,0.6915272524721177,0.10594420324521808
rh_caudalanteriorcingulate_volume,rh_cuneus_volume,5.421460038512759e-10,0.9986488287762535,0.1570941172438139
rh_caudalmiddlefrontal_volume,rh_cuneus_volume,2.6760962121489333e-20,1.3976480481222435,0.23190591841952776
rh_cuneus_volume,rh_cuneus_volume,0.0,1.0,1.0
rh_entorhinal_volume,rh_cuneus_volume,7.993186853909334e-05,0.2749663886441426,0.10021588940081456
rh_fusiform_volume,rh_cuneus_volume,2.666108218929429e-52,2.0311342252020737,0.373499965276406
rh_inferiorparietal_volume,rh_cuneus_volume,4.0760286743159793e-20,0.3634748972134638,0.23080197345864925
rh_inferiortemporal_volume,rh_cuneus_volume,2.640080369758671e-15,2.0857271136094973,0.19936198571458652
rh_isthmuscingulate_volume,rh_cuneus_volume,8.506828197286078e-65,-0.24671332797762963,0.4134192394434302
rh_lateraloccipital_volume,rh_cuneus_volume,5.463822372954052e-139,1.582675074062948,0.579139024038758
rh_lateralorbitofrontal_volume,rh_cuneus_volume,3.2452355339483414e-26,1.6796047033414374,0.26494295523052347
rh_lingual_volume,rh_cuneus_volume,9.752078835336756e-156,-0.37489978595015194,0.6064562353694951
rh_medialorbitofrontal_volume,rh_cuneus_volume,2.753531205955496e-11,-0.2952800485487295,0.1683965375782434
rh_middletemporal_volume,rh_cuneus_volume,2.2119093041720514e-31,3.0424592109568644,0.2903861091144553
rh_parahippocampal_volume,rh_cuneus_volume,4.908164229292186e-31,0.5286421341080224,0.2887621234180906
rh_paracentral_volume,rh_cuneus_volume,5.44162764663141e-32,-0.20593071597180604,0.29321793134742585
rh_parsopercularis_volume,rh_cuneus_volume,1.1130581391911532e-17,0.48344274277437943,0.2154967811223876
rh_parsorbitalis_volume,rh_cuneus_volume,2.885111102431644e-23,0.9881643103570715,0.2490854571330842
rh_parstriangularis_volume,rh_cuneus_volume,2.330690726640948e-15,0.3520036966561839,0.19974511530870054
rh_pericalcarine_volume,rh_cuneus_volume,8.998334438802117e-173,0.9879879921979028,0.6317566748266781
rh_postcentral_volume,rh_cuneus_volume,4.406477164355903e-64,0.3684818761191389,0.4112790128320617
rh_posteriorcingulate_volume,rh_cuneus_volume,1.5913991912374685e-18,0.26651691344078343,0.22093331412483921
rh_precentral_volume,rh_cuneus_volume,1.18820862241196e-54,1.6779974275148961,0.3814441907491609
rh_precuneus_volume,rh_cuneus_volume,3.0519919571808373e-69,0.8674506692288972,0.4263996707226887
rh_rostralanteriorcingulate_volume,rh_cuneus_volume,1.4193243045734212e-17,-0.21859506845371976,0.21480701234362665
rh_rostralmiddlefrontal_volume,rh_cuneus_volume,1.5382527833573682e-36,2.6789285488514776,0.3134208480037396
rh_superiorfrontal_volume,rh_cuneus_volume,1.0643367908692609e-38,0.59381676678056,0.3224874906214976
rh_superiorparietal_volume,rh_cuneus_volume,7.305271996869234e-38,1.2276821666493107,0.3190130139143566
rh_superiortemporal_volume,rh_cuneus_volume,1.1576067272531803e-20,3.2621022110812423,0.23408765042551527
rh_supramarginal_volume,rh_cuneus_volume,1.122710432330777e-24,-0.34777369492529436,0.25680421012222626
rh_transversetemporal_volume,rh_cuneus_volume,1.2215977776163995e-25,0.07854537997040938,0.26193199300920106
rh_insula_volume,rh_cuneus_volume,1.191475590093814e-23,-0.4491251892320234,0.2512144259635057
lh_caudalanteriorcingulate_volume,rh_cuneus_volume,8.12222005447861e-12,0.9151981881595836,0.1728106269480832
lh_caudalmiddlefrontal_volume,rh_cuneus_volume,1.0941871828709571e-20,1.5964970080090257,0.23423354197685176
lh_cuneus_volume,rh_cuneus_volume,7.448722696511527e-209,1.2472017775540725,0.678564974519481
lh_entorhinal_volume,rh_cuneus_volume,2.504580846082466e-06,0.3172923565842387,0.11947663347475639
lh_fusiform_volume,rh_cuneus_volume,5.745542491590358e-43,3.1686713463061205,0.33953990144728374
lh_inferiorparietal_volume,rh_cuneus_volume,2.7811187205281327e-19,-2.0617348164872924,0.22568902472025928
lh_inferiortemporal_volume,rh_cuneus_volume,1.228321088265648e-09,1.4912766123746015,0.1538460209782101
lh_isthmuscingulate_volume,rh_cuneus_volume,1.9391839605171865e-42,0.7116973020907841,0.33748674228963094
lh_lateraloccipital_volume,rh_cuneus_volume,3.238629959083988e-105,3.6926677116526165,0.5147657682490688
lh_lateralorbitofrontal_volume,rh_cuneus_volume,2.138367967768634e-38,1.7782935817235588,0.32123430876361125
lh_lingual_volume,rh_cuneus_volume,7.241939528509057e-122,3.611828288764568,0.5482543816032833
lh_medialorbitofrontal_volume,rh_cuneus_volume,1.021671635241255e-22,0.4448740406486459,0.2460058566126403
lh_middletemporal_volume,rh_cuneus_volume,1.2235680539342826e-21,3.8421085525922622,0.2398310653654415
lh_parahippocampal_volume,rh_cuneus_volume,5.049292019245329e-16,1.0777818691851828,0.2043848535921208
lh_paracentral_volume,rh_cuneus_volume,1.04048306450114e-18,-0.4623374791690049,0.22210195675780384
lh_parsopercularis_volume,rh_cuneus_volume,7.79160448645755e-17,0.9107106086782829,0.20990672159407278
lh_parsorbitalis_volume,rh_cuneus_volume,1.1191609745354201e-23,0.8920997027469902,0.2513643951421039
lh_parstriangularis_volume,rh_cuneus_volume,4.469917637928711e-22,1.9355893387053165,0.24235629635658362
lh_pericalcarine_volume,rh_cuneus_volume,2.79627729790739e-140,1.3854000259233779,0.5813398865916775
lh_postcentral_volume,rh_cuneus_volume,3.574875624296849e-54,3.0471836936252434,0.379845551396466
lh_posteriorcingulate_volume,rh_cuneus_volume,1.837114970392152e-19,0.650079437228096,0.22680367113229763
lh_precentral_volume,rh_cuneus_volume,4.870540630542383e-64,4.479177082684306,0.4111482184933843
lh_precuneus_volume,rh_cuneus_volume,1.2190895618271833e-48,0.735526972462581,0.3606709916636397
lh_rostralanteriorcingulate_volume,rh_cuneus_volume,8.957843916746815e-21,0.5991424985069329,0.23475078512400438
lh_rostralmiddlefrontal_volume,rh_cuneus_volume,1.5785428225655378e-31,1.7789047143311554,0.29107028331944956
lh_superiorfrontal_volume,rh_cuneus_volume,6.415439319926069e-42,2.3305575166424997,0.33545202331107987
lh_superiorparietal_volume,rh_cuneus_volume,9.470470825927359e-51,-1.8970425075529076,0.368136504449358
lh_superiortemporal_volume,rh_cuneus_volume,2.879816980666989e-25,6.52245551019048,0.25996304372757684
lh_supramarginal_volume,rh_cuneus_volume,2.368807716785862e-31,1.0740609868761868,0.2902468942001922
lh_transversetemporal_volume,rh_cuneus_volume,1.964879001705647e-20,0.3888303653769294,0.2327128087024874
lh_insula_volume,rh_cuneus_volume,4.926442569001585e-26,0.6067157231415807,0.2639989681192103
